# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-a" "../Indices/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gtf" "-o" "../Quantification/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0.txt" "CK21_FR.bam" "CK22-1_FR.bam" "CK22-2_FR.bam" "CK23_FR.bam" "T21_FR.bam" "T22_FR.bam" "T23_FR.bam" "T24_FR.bam" 
Geneid,CK21_FR.bam,CK22-1_FR.bam,CK22-2_FR.bam,CK23_FR.bam,T21_FR.bam,T22_FR.bam,T23_FR.bam,T24_FR.bam
LOC103501778,841,791,1116,795,642,539,233,451
LOC103501852,0,2,0,0,1,0,0,0
LOC103501777,1249,1203,1494,1575,1350,1023,293,684
LOC103501776,284,309,329,381,362,316,72,148
LOC127150337,268,322,410,315,332,299,80,365
LOC103501773,302,340,419,445,443,448,314,547
LOC103501772,1265,1079,1324,1513,1172,1211,581,1133
LOC103501770,2419,4270,4895,5686,4748,3515,1396,1798
LOC103501769,453,514,657,450,560,506,315,460
LOC103501768,22506,18572,21262,31341,26078,23309,33368,34385
LOC103501767,4117,3395,4004,4469,3886,3039,2757,3183
LOC103501851,20,35,39,49,48,35,0,32
LOC127150338,0,1,5,7,4,0,12,17
LOC103501766,1152,992,1253,1001,1007,1388,1956,2412
LOC103501765,3211,2904,3495,5366,2730,2458,1824,2237
LOC103501763,3644,3073,3608,4503,1921,1489,693,1047
LOC103501764,102,155,127,132,76,108,55,48
LOC127150299,0,0,0,0,0,0,0,0
LOC127150342,0,0,0,0,0,0,0,0
LOC107992029,0,0,0,0,0,0,0,0
LOC127150301,0,0,0,0,0,0,0,0
LOC127150340,0,0,0,0,0,0,0,0
LOC127150302,0,0,0,0,0,0,0,0
LOC127150341,2,2,0,0,6,1,2,0
LOC127150339,0,0,0,0,0,0,0,0
LOC127150303,0,0,0,0,0,0,0,0
LOC127150305,0,0,0,0,0,0,0,0
LOC103502463,1114,1034,1098,1422,1213,747,216,968
LOC103502464,270,482,587,503,534,600,293,385
LOC103502465,179,238,243,227,110,160,255,307
LOC103502466,7062,6753,7813,6184,6820,8117,10003,8813
LOC103502467,4175,7680,8575,4589,5240,6318,9479,13041
LOC103502468,159,136,181,147,220,136,304,692
LOC103502470,377,379,506,417,400,291,178,201
LOC103502469,3599,2556,3159,2888,2208,2841,4107,4684
LOC103502472,1407,1279,1628,1459,1313,1076,649,1020
LOC103502476,86,41,62,55,99,59,86,74
LOC127150306,0,0,0,0,0,0,0,0
LOC127150307,0,0,0,0,0,0,0,0
LOC127150344,0,0,0,0,0,0,0,0
LOC103502475,0,0,0,0,0,0,0,0
LOC127150343,0,0,0,0,0,0,0,0
LOC103502474,0,0,2,0,4,0,0,0
LOC103502479,1641,1529,1542,1318,1502,1289,731,1232
LOC103502478,0,0,0,0,0,0,0,0
LOC107992297,656,570,589,594,411,513,577,478
LOC103502480,1442,979,1312,1150,1648,2026,2483,3088
LOC103502481,5917,5770,7155,6575,7113,7217,3153,7380
LOC103502514,536,649,744,396,674,999,1322,1537
LOC103502485,3717,3415,4151,3350,1935,2088,3900,2590
LOC103502486,3073,2771,3225,2453,2343,2390,1718,2688
LOC103502487,636,497,606,664,408,289,81,225
LOC103502488,250,320,385,319,252,251,217,436
LOC103502489,4298,5574,6921,5332,5669,6452,3514,8020
LOC103502491,2013,2011,2400,2408,2472,2032,1160,1541
LOC103502492,294,279,332,193,171,220,50,171
LOC103502493,829,864,947,1054,1248,980,505,1060
LOC103502494,75,48,77,77,112,90,8,31
LOC103502495,977,908,1240,1247,1395,979,162,723
LOC103502496,84,89,110,124,63,26,22,26
LOC103502498,382,378,496,405,530,456,158,516
LOC103502499,2311,2873,3074,2743,3501,2727,348,1091
LOC103502500,1679,1236,1381,1619,1798,1419,312,1241
LOC103502501,2453,1702,1935,3317,2831,2838,1498,2043
LOC127150345,0,0,0,0,0,0,0,0
LOC127150308,0,0,0,0,0,0,0,0
LOC103502503,4420,4477,5687,3677,3551,3733,1320,2729
LOC103502504,2183,1742,1986,1787,1292,1299,527,1544
LOC103502505,1376,1400,1596,1523,1666,1282,379,810
LOC127143799,15,17,15,21,8,11,13,7
LOC127150309,0,0,0,0,0,0,0,0
LOC127150346,0,0,0,0,0,0,0,0
LOC127150347,0,0,0,0,0,0,0,0
LOC127150348,0,0,0,0,0,0,0,0
LOC103502508,280,249,235,160,254,234,215,193
LOC103504124,301,342,368,360,237,188,190,190
LOC103504123,0,0,0,0,0,0,0,0
LOC103504127,1532,1483,1583,1511,1245,1575,1023,2088
LOC103504122,134,161,172,124,180,176,43,199
LOC127150352,1,4,3,4,0,0,0,0
LOC127150351,361,454,572,671,458,405,153,391
LOC103504121,1314,1349,1520,1596,1354,929,791,1427
LOC103504120,995,871,1012,824,616,565,371,251
LOC103504119,6,22,21,22,4,5,2,2
LOC103504117,2170,2238,2694,4963,4653,4388,4577,6458
LOC103504116,340,386,462,569,376,348,276,413
LOC103504362,10458,10475,11670,12956,13086,12094,2157,9212
LOC103503055,31373,38394,45357,36700,38143,41850,43579,48083
LOC103504369,544,431,533,436,690,536,277,735
LOC127150353,2,2,2,0,2,0,2,0
LOC103503057,11418,12702,15556,11112,11026,11615,9793,11302
LOC103503054,2313,2105,2577,1739,1884,1547,916,1818
LOC103503053,1083,1180,1414,1358,1317,966,992,1072
LOC103503052,784,881,980,584,538,575,159,647
LOC103503051,9,8,6,15,4,4,6,5
LOC103503049,207,257,317,302,321,152,12,142
LOC103503048,1141,1001,1140,1177,1414,1266,641,1244
LOC103503047,1369,1800,2027,2036,2564,2786,2378,3251
LOC103503046,2118,2022,2216,2480,2066,1898,1801,2011
LOC127150310,0,0,0,0,0,0,0,0
LOC127150311,0,0,0,0,0,0,0,0
LOC103487659,524,434,438,432,446,455,379,537
LOC127150312,0,0,0,0,0,0,0,0
LOC103487658,334,500,527,445,332,289,137,173
LOC127150318,0,0,0,0,0,0,0,0
LOC103487656,2398,2429,2730,2239,2669,3085,1804,4011
LOC103487681,357,352,466,422,390,351,94,267
LOC103487654,94,50,46,72,87,132,165,186
LOC103487653,257,200,279,319,208,171,36,70
LOC103487652,24554,25654,31556,23814,29340,36680,39420,53714
LOC103487651,666,654,701,762,959,916,339,844
LOC103487650,529,506,555,450,416,391,472,538
LOC103487649,2398,1204,1599,1610,1495,1381,621,1376
LOC103487647,234,340,431,418,328,332,133,383
LOC103487646,291,332,445,342,246,302,198,329
LOC103487645,480,533,690,925,788,666,506,1011
LOC127150313,0,0,0,0,0,0,0,0
LOC103487643,2113,2713,3140,2856,2825,2415,1393,2379
LOC107990691,5,2,4,2,1,8,0,0
LOC127150314,0,0,0,0,0,0,0,0
LOC103487640,250,302,385,302,336,304,192,225
LOC103487638,1154,1020,1126,1332,1037,900,737,1219
LOC103487637,399,453,516,409,387,389,304,376
LOC103487636,245,362,250,300,292,323,315,567
LOC103487635,1129,1371,1553,1408,1056,779,621,382
LOC103487634,1314,1001,1182,815,510,389,123,337
LOC103487633,209,196,249,225,384,312,20,323
LOC103487631,363,331,371,334,300,377,282,355
LOC107990699,4,3,2,2,0,2,0,6
LOC103487632,171,127,153,261,727,692,389,1367
LOC103487628,10,20,10,4,15,19,10,13
LOC127150259,8,13,10,16,19,6,5,0
LOC103487629,469,312,394,477,555,514,226,436
LOC103487627,0,0,0,0,0,0,0,0
LOC103487626,3949,3879,4468,3968,3631,3718,2730,4406
LOC103487625,4548,5186,6121,4843,4219,4230,2991,4354
LOC103487624,2619,2375,2500,2203,2843,2165,738,1888
LOC103487620,1371,1245,1524,1395,1291,1069,1170,1512
LOC103487621,601,695,754,950,827,718,86,254
LOC103487622,370,309,331,394,398,316,95,126
LOC103487618,2,0,4,8,16,10,16,0
LOC103487619,1332,1567,1909,1928,1781,1952,1329,1396
LOC103487617,442,454,500,540,580,458,59,286
LOC127150315,0,4,0,2,0,0,0,0
LOC103487616,1266,1126,1283,1249,1125,1105,776,1206
LOC103487615,822,627,817,731,991,1020,541,1410
LOC103487614,26,16,28,11,26,2,6,13
LOC127150316,0,0,0,0,0,0,0,0
LOC127150277,0,0,0,0,2,0,0,0
LOC103487613,582,545,537,572,630,523,107,374
LOC103487611,126,86,146,165,195,74,11,52
LOC103487610,679,623,649,573,453,584,1140,903
LOC103487609,1036,993,1357,1333,1298,1060,845,915
LOC103487608,5415,4641,5518,4479,4472,4986,5024,3480
LOC127150210,0,0,0,0,0,0,0,0
LOC103487607,18,54,55,23,57,94,30,51
LOC103487606,1440,1276,1650,1717,1626,1474,417,1280
LOC103487604,124,148,133,206,170,160,40,110
LOC103487603,3571,3994,4310,3896,5219,5003,6964,5636
LOC103487602,1661,1512,1856,1951,1899,1515,271,617
LOC103487601,582,880,963,738,225,258,195,165
LOC103487600,97,143,212,148,49,87,55,107
LOC103487597,118,105,104,101,177,116,103,181
LOC103487598,1651,1554,1860,2009,2047,1822,1354,2282
LOC103487599,1155,1204,1309,1255,1010,1111,760,1170
LOC127150211,1,0,4,1,0,0,0,0
LOC103487594,1811,1680,2004,1829,1685,1325,293,726
LOC103487593,114,144,234,182,251,169,49,92
LOC103487678,0,4,0,0,0,0,0,0
LOC127150212,0,0,2,1,0,0,0,1
LOC103487592,6,2,20,10,2,2,0,10
LOC103487591,547,473,562,575,531,374,29,232
LOC103487585,680,460,578,546,518,635,495,900
LOC103487586,2528,2609,2913,2725,2615,2593,1824,2078
LOC103487587,773,747,862,1045,1039,730,203,878
LOC103487589,162,234,328,275,327,256,83,58
LOC103487590,847,691,709,907,1148,1023,598,1288
LOC127150214,0,0,0,0,0,0,0,0
LOC127150215,0,0,0,2,0,0,0,0
LOC127150355,0,0,0,0,0,0,0,0
TRNAQ-UUG_7,0,0,0,0,0,0,0,0
LOC103487584,1278,1127,1243,1407,1278,1141,692,1448
LOC103487583,1444,1376,1689,1479,1729,1579,565,918
LOC103487582,1558,1413,1615,1176,1346,1354,1311,2277
LOC103487581,106,94,125,144,204,208,51,470
LOC103487579,321,387,465,497,381,344,147,280
LOC127150356,0,0,0,0,0,0,0,0
LOC103487577,5149,3972,4773,4412,6647,8515,6577,9268
LOC103487576,579,636,919,595,533,740,484,534
LOC103487575,690,189,353,199,111,118,513,1002
LOC103487573,2937,3018,3661,3478,3093,2969,2137,3283
LOC103487574,82,131,187,129,199,202,188,234
LOC103487572,899,947,1102,1208,963,1008,685,807
LOC103487571,2078,2068,2189,1769,1449,1459,1427,1820
LOC127150216,0,4,6,0,2,0,0,0
LOC103487570,580,726,796,564,674,832,734,1240
LOC103487569,68,100,53,88,64,52,12,42
LOC103487568,103,151,167,126,171,195,91,116
LOC103487566,148,176,222,155,177,166,38,114
LOC103487565,984,1054,1266,992,1282,1019,277,1201
LOC127150217,0,0,0,0,0,0,0,0
LOC127150218,0,0,0,0,0,0,0,0
LOC127150219,0,0,0,0,0,0,0,0
LOC103487674,0,0,0,0,0,0,0,0
LOC103487564,169,166,246,68,70,91,145,777
LOC103487563,94,76,60,37,79,106,117,73
LOC103487562,2,4,2,3,7,22,0,14
LOC103487561,0,0,4,0,0,0,0,0
LOC103487560,222,374,442,251,100,166,207,97
LOC127150220,17,7,13,15,26,8,4,10
LOC127150357,61,85,71,86,62,65,59,88
LOC103487558,677,878,1157,893,1099,933,740,1278
LOC103487557,386,320,337,386,410,381,151,520
LOC127150358,20,6,15,18,32,14,0,21
LOC103487671,0,0,0,2,0,0,0,0
LOC103487556,1665,1406,1676,1411,839,857,415,1239
LOC103487554,1,4,2,6,1,8,0,2
LOC103487555,4416,4419,5262,3458,2645,2443,1484,1491
LOC127150221,0,0,0,0,0,0,0,0
LOC103487553,0,0,0,0,0,0,0,0
LOC103487552,1660,1405,1592,1187,1404,976,843,877
LOC103487551,456,357,358,520,1039,1093,246,975
TRNAW-CCA_6,0,0,0,0,0,0,0,0
LOC127150222,0,0,0,0,0,0,0,0
LOC127150359,0,0,0,0,0,0,0,0
LOC127150223,0,0,0,0,0,0,0,0
LOC127150224,0,0,0,0,0,0,0,0
LOC127150360,0,0,0,0,0,0,0,0
LOC127150225,0,0,0,0,0,0,0,0
LOC103487549,3973,3792,4465,4230,4587,4553,1820,2913
LOC103487547,41,36,22,22,25,0,0,5
LOC103487548,3098,2390,2538,2451,1200,1037,2479,2706
LOC103487546,736,657,589,1189,1098,760,302,723
LOC127150226,0,0,0,0,0,0,0,0
LOC103487545,1898,1898,2204,1978,1858,1845,1046,1810
LOC103487543,472,374,498,452,421,442,154,410
LOC103487542,605,611,768,853,779,942,836,1290
LOC103487539,35,27,16,38,10,14,6,15
LOC103487540,81,76,88,125,159,87,20,6
LOC127150227,0,0,0,0,0,0,0,0
LOC103487538,6144,5936,7102,7079,3120,3433,2054,5995
LOC103487537,278,313,372,224,291,325,283,439
LOC103487536,562,634,847,665,578,633,407,918
LOC103487535,10,5,0,8,2,0,0,0
LOC103487533,0,10,3,3,6,0,22,6
LOC103487532,102,123,138,150,100,140,106,77
LOC127150361,0,0,0,0,0,0,0,0
LOC103487530,2565,2504,3112,2969,3282,2916,1108,2337
LOC127150228,0,0,0,0,0,0,0,0
LOC103487526,694,462,621,461,664,597,218,687
LOC127150229,26,35,22,30,75,62,18,31
LOC103487524,0,0,0,0,0,0,0,0
LOC107990682,0,0,0,0,0,0,0,0
LOC107990683,0,0,0,0,0,0,0,0
LOC103487668,0,0,0,0,0,0,0,0
LOC127150230,35,61,74,23,99,97,88,261
LOC103487522,302,311,351,359,325,250,81,217
LOC103487521,0,0,0,0,0,0,0,0
LOC103487520,152,113,171,105,435,465,540,948
LOC127150231,82,98,69,64,64,77,29,40
LOC127150232,19,45,34,13,8,8,2,14
LOC127150362,0,0,0,0,0,0,0,0
LOC127150364,0,0,0,0,0,0,0,0
LOC127150365,0,0,0,0,0,0,0,0
LOC127150233,0,0,0,0,0,0,0,0
LOC103487666,11,2,5,2,5,2,0,1
LOC103487513,530,330,368,337,493,380,305,786
LOC127150234,0,0,0,0,0,0,0,0
LOC103487512,62,44,57,51,47,25,0,23
LOC103487508,3575,3159,3492,3174,3283,3765,4963,3856
LOC103487507,992,968,1083,1309,1291,1049,276,618
LOC103487505,259,211,290,255,199,178,95,248
LOC127150235,122,152,136,237,257,202,98,137
LOC107990684,0,0,0,0,0,0,0,0
LOC103487660,0,0,0,0,0,0,0,0
LOC127150366,3,5,0,1,4,10,0,5
LOC103487504,2718,2120,2422,2483,1553,1571,1118,1475
LOC127150367,0,0,0,0,0,0,0,0
LOC103487503,1025,754,788,931,796,623,363,678
LOC103487502,853,625,759,561,452,509,922,669
LOC127150237,0,0,0,0,0,0,0,0
LOC127150236,0,0,0,0,0,0,0,0
LOC103502431,755,428,631,421,991,921,417,929
LOC103502428,2,4,0,1,2,0,2,0
LOC103502429,309,352,377,398,376,241,66,187
LOC103502432,2,2,0,0,6,2,0,0
LOC127150238,0,0,0,0,0,0,0,0
LOC103502425,951,908,1265,765,454,449,263,597
LOC103502426,19,32,42,16,27,37,11,10
LOC103502424,185,121,149,69,46,80,101,52
LOC103502423,3152,3038,3698,3404,3448,3138,2105,3029
LOC103502422,1319,1130,1356,1387,1542,1708,823,1918
LOC103502420,214,296,411,223,335,236,236,215
TRNAI-AAU_19,0,0,0,0,0,0,0,0
LOC103502417,377,250,318,274,428,393,401,476
LOC127150239,2,0,0,0,0,0,0,0
LOC107992079,0,0,0,0,0,0,0,0
LOC127150240,0,0,0,0,0,0,0,0
LOC103502415,586,572,553,611,808,720,236,595
LOC127150241,0,0,0,0,0,0,0,0
LOC103502414,0,0,0,0,0,0,0,0
LOC103502433,218,118,135,236,175,160,15,46
LOC103502411,1756,1632,2005,1668,2093,1782,1392,2051
LOC103495724,1155,1133,1309,1138,1045,1165,630,1095
LOC103495723,30396,32682,39342,34371,39561,46854,63733,74323
LOC127150242,0,0,0,2,0,0,0,0
LOC103495722,4,2,0,4,27,16,58,28
LOC127150368,0,0,0,0,0,0,0,0
LOC127150243,0,0,0,0,0,0,0,0
LOC127150369,215,153,162,158,117,97,106,228
LOC127150288,2,2,1,1,0,0,0,1
LOC103495719,2282,2464,3212,2258,1875,2191,942,2104
LOC103495718,63,20,19,59,71,85,40,121
LOC103495716,2432,2443,2784,2294,2362,2411,600,1749
LOC103495715,805,806,922,757,842,928,712,1128
LOC103495714,1337,1482,1738,1817,1957,1753,332,902
LOC127150370,0,0,0,0,0,0,0,0
LOC103495712,496,709,695,645,444,385,55,51
LOC127150371,0,0,0,0,0,0,0,0
LOC127150372,0,0,0,0,0,0,0,0
LOC103495711,494,460,699,618,877,841,336,514
LOC127150275,0,4,15,7,14,9,0,1
LOC103495710,457,492,592,645,744,529,112,269
LOC103495708,348,404,487,535,720,632,256,707
LOC103495707,136,183,276,242,245,256,41,309
LOC127150373,0,0,0,0,0,0,0,0
LOC127150291,0,0,0,0,0,4,0,0
LOC127150374,0,0,0,0,0,0,0,0
LOC127150375,0,0,0,0,0,0,0,0
LOC103504207,1165,1116,1260,1251,1277,1105,1024,1185
LOC127150252,0,0,0,0,0,0,0,0
LOC127150376,0,0,0,0,0,0,0,0
LOC107991390,0,0,0,0,0,0,0,0
LOC107991386,0,0,0,0,0,0,0,0
LOC103495706,11,46,32,271,156,176,397,473
LOC127150377,0,0,0,0,0,0,0,0
LOC107992078,3,1,0,1,0,0,0,0
LOC127150290,0,0,0,0,0,0,0,0
LOC103502409,749,830,1120,873,910,740,598,883
LOC127150378,0,0,0,0,0,0,0,0
LOC107991393,0,0,0,0,0,0,0,0
LOC103495725,16,0,10,0,4,18,0,0
LOC103495727,1178,1402,1647,1860,1059,819,190,381
LOC107991400,0,2,0,0,0,0,0,0
LOC103495728,10,6,4,21,19,2,0,30
LOC103495729,2631,2527,3111,3029,2078,2287,1193,1747
LOC103495730,762,1057,1343,1640,1642,1260,166,674
LOC103495731,1544,1503,1760,1458,1024,1319,1367,1514
LOC103495786,27,15,25,29,27,21,37,11
LOC127150260,0,0,0,0,0,0,0,0
LOC103495732,913,1031,1316,1226,1170,1068,354,790
LOC107991392,8,0,2,5,2,0,26,12
LOC127150379,0,0,0,0,0,0,0,0
LOC103495733,3906,3329,3810,3956,3472,3649,3891,5171
LOC107991403,22,36,40,57,58,59,4,18
LOC103495734,521,454,578,605,544,353,111,239
LOC103495735,2113,2142,2545,2559,2368,2335,889,2149
LOC127150380,141,229,210,228,263,302,117,228
LOC103495736,592,585,748,634,746,750,358,558
LOC127150245,68,102,155,112,94,80,118,230
LOC127150381,0,2,0,0,0,0,0,2
LOC103495737,874,487,665,657,955,906,677,1300
LOC127150319,64,54,53,59,146,89,4,10
LOC103495738,378,346,440,1434,1151,969,517,1041
LOC103495791,1790,2932,3296,1885,2204,2784,4234,3006
LOC103495739,1665,1597,1724,1624,1531,1568,1412,1693
LOC103495741,973,930,1191,1119,1222,1020,760,1225
TRNAR-ACG_4,0,0,0,0,0,0,0,0
LOC127150382,0,0,0,0,0,0,0,0
LOC103495742,395,457,473,462,473,530,372,718
LOC127150422,4,3,13,2,1,1,0,20
LOC103495743,114,72,67,40,207,396,134,123
LOC103495744,914,862,940,768,1018,842,798,1139
LOC103495745,3356,4827,5689,4053,5066,5625,4960,6794
LOC127150244,8,2,8,8,8,4,0,12
LOC103495746,419,471,515,325,251,400,629,398
LOC103495747,1149,1254,1543,1256,1400,1190,336,1169
LOC103495748,195,271,313,342,215,162,32,226
LOC103495750,54,50,67,79,56,50,6,44
LOC103495751,1139,1264,1613,2034,1092,719,484,1034
LOC127150383,0,0,0,0,0,0,0,0
LOC127150273,0,0,0,0,0,0,0,0
LOC103495752,195,266,260,286,324,390,260,673
LOC103495794,14,17,17,10,8,12,19,16
LOC103495754,271,114,124,119,245,228,352,292
LOC103495753,1015,1087,1258,1448,752,601,573,730
LOC103495755,712,655,783,733,606,758,697,758
LOC103495757,36,40,75,57,35,74,26,33
LOC127150253,0,0,0,0,0,0,0,0
LOC103495758,487,382,446,336,348,315,378,637
LOC103495795,0,0,0,0,0,1,0,0
LOC103495760,772,846,831,1012,801,492,355,692
LOC107991410,2,20,37,20,45,17,0,0
LOC103495762,2205,1964,2538,2620,2417,1785,921,1623
LOC103495763,2018,2716,3469,2365,2843,3626,2284,3799
LOC103495764,3,0,4,8,2,4,0,17
LOC127150254,49,30,52,44,51,49,54,31
LOC103503110,0,0,0,0,0,0,0,0
LOC127150384,0,0,0,0,0,0,0,0
LOC127150385,0,0,0,0,0,0,0,0
LOC127150386,0,0,0,0,0,0,0,0
LOC103495765,2666,2640,2986,2749,2738,2664,1838,3723
LOC127150387,0,0,0,0,0,0,0,0
LOC103495766,883,1029,1192,1197,1359,1041,351,769
LOC103495767,2666,2820,3189,2878,2445,2231,402,2010
LOC103495768,1922,1802,2442,1856,2330,2580,1780,3406
LOC127150388,0,0,0,0,0,0,0,0
LOC127150249,0,0,0,0,0,0,0,0
LOC103495770,712,784,887,669,757,584,792,993
LOC103495771,5285,5543,6346,5891,5747,6510,6172,7774
LOC127150389,0,0,0,0,0,0,0,0
LOC103495772,507,544,621,627,791,659,756,582
LOC103495774,903,941,1148,1238,1154,822,692,1134
LOC103495776,2763,3479,4074,3685,3289,3013,2165,3137
LOC103495777,868,842,916,1061,855,696,174,571
LOC127150282,0,0,0,0,0,0,0,0
LOC103499124,2443,2712,3289,2208,1769,2074,1773,2566
LOC103499126,2,8,7,2,0,2,0,0
LOC127150390,0,0,0,0,0,0,0,0
LOC127150283,6,6,1,4,24,1,0,11
LOC127150284,0,1,0,0,0,0,0,0
LOC127150391,0,0,0,0,0,0,0,0
LOC103499127,293,404,484,294,247,228,185,93
LOC127150285,8,6,4,0,16,6,22,22
LOC127150286,1,2,1,0,5,0,0,0
LOC127150287,0,0,0,0,0,0,0,0
LOC103499145,0,0,0,0,0,0,0,0
LOC107991709,919,826,973,1197,896,614,169,528
LOC103499128,207,345,334,246,194,179,166,276
LOC107991710,0,0,0,0,0,0,0,0
LOC103499130,708,1003,1207,1150,1473,1210,214,872
LOC103499132,12,8,5,10,3,6,10,4
LOC103499131,3,2,0,1,3,0,7,0
LOC103501191,616,596,648,649,383,500,548,602
LOC127150392,0,0,0,0,0,0,0,0
LOC103501189,917,1235,1311,1002,614,699,665,755
LOC103501190,42,12,14,18,6,0,0,6
LOC127150133,0,0,2,4,0,0,0,0
LOC103501188,8,17,18,6,2,7,0,0
LOC103501187,1280,1155,1389,1167,1472,1528,1370,2130
LOC127150415,0,0,0,0,0,0,0,0
LOC103501186,2920,3004,3492,3628,3096,3448,1842,2930
LOC103501185,736,916,1168,1527,1862,1351,496,1109
LOC127150205,1,10,12,19,9,16,0,14
TRNAT-AGU_5,0,0,0,0,0,0,0,0
LOC127150206,13,6,8,20,17,2,0,0
LOC103501183,2022,1679,2035,3287,2383,1862,1167,2565
LOC103501207,0,0,0,0,0,0,0,0
LOC103501182,5375,4877,5980,5853,5654,6018,7306,8012
LOC103501179,1946,1374,1747,2239,2557,1733,609,812
LOC103501180,3813,3315,3540,3574,5737,7611,15086,13896
LOC103501178,103,218,228,146,201,161,189,225
LOC127150207,0,0,1,7,5,9,0,1
LOC103503200,96,66,138,141,67,56,29,88
LOC103501205,0,0,0,0,0,0,0,0
LOC103501201,7,0,0,1,1,0,0,0
LOC103501200,3,0,2,0,2,0,0,0
LOC127150208,0,0,0,0,0,0,0,0
LOC103501175,1640,1690,2152,1997,2045,2051,2772,3059
LOC103501174,1025,1225,1449,1454,1336,1139,512,748
LOC127150209,105,51,65,70,62,39,0,71
LOC127150261,0,0,0,0,0,0,0,0
LOC103501171,6903,9011,10713,8355,8845,9823,7585,8146
LOC103501170,1886,2352,3022,2720,2817,3235,1977,1818
LOC107991954,334,342,348,211,256,268,762,568
LOC127150248,0,0,0,0,0,0,0,0
LOC103501168,379,455,358,414,644,466,66,230
LOC103501167,2497,2653,3239,2936,2190,2278,1694,2240
LOC103501166,864,859,1107,721,606,618,940,1021
LOC127150393,2323,2147,2470,1438,1634,2402,3263,2794
LOC103501165,532,538,797,559,429,517,205,193
LOC127150246,0,0,0,0,0,0,0,0
LOC127150247,0,0,0,0,0,0,0,0
LOC103501164,1564,1597,1832,1661,1322,1156,447,769
LOC103501163,8,6,3,27,22,12,17,20
LOC127150394,0,0,0,0,0,0,0,0
LOC127150395,0,0,0,0,0,0,0,0
LOC127150279,0,0,0,0,0,0,0,0
LOC103501162,881,446,554,774,930,803,420,792
LOC127150281,0,0,0,0,0,0,0,0
LOC103501161,269,307,362,375,462,404,240,242
LOC127150396,0,0,0,0,0,0,0,0
LOC103501160,16,19,42,24,20,14,34,15
LOC127150289,2,0,0,4,0,0,0,0
LOC103501159,562,369,481,625,81,129,203,166
LOC103501156,463,515,587,478,338,395,667,712
LOC103501155,0,0,0,0,0,0,0,0
LOC103501154,3175,3037,3544,2935,3248,3772,4138,5224
LOC103501153,3068,3066,3772,3424,3316,3328,3813,4043
LOC103501152,20596,20545,24304,25161,17033,17635,12521,17949
LOC127150317,2,0,0,0,0,0,0,0
LOC127150354,0,0,4,0,0,0,0,0
LOC127150251,4,2,0,1,4,0,0,8
LOC103501151,716,782,905,943,858,789,607,1147
LOC103501149,0,0,0,0,0,0,0,0
LOC103501148,202,160,199,236,152,111,71,133
LOC127143787,14,7,10,5,2,1,1,17
LOC103501145,4,1,9,4,11,1,3,0
LOC127150278,80,103,103,127,63,61,22,68
LOC127150130,0,0,0,0,0,0,0,0
LOC103501143,718,602,674,491,369,540,900,850
LOC127150131,0,0,0,0,0,0,0,0
LOC103501141,4916,4247,5227,5125,4959,4046,2187,3818
LOC127150274,999,1050,1267,1303,1042,821,173,571
LOC127150397,0,0,0,0,0,0,0,0
LOC103503097,2769,2669,3228,2782,5656,5560,5445,6127
LOC103493225,0,0,0,0,0,0,0,0
LOC103493226,2,0,0,1,0,14,2,0
LOC103492901,818,894,1076,1072,993,844,248,459
LOC103492902,268,393,503,425,447,325,186,337
LOC103492903,6972,8482,9785,7978,8703,9202,7972,8070
LOC127150398,180,141,245,171,287,361,543,515
LOC103492904,32442,29691,35214,23088,18882,22460,53336,32211
LOC103492905,0,0,0,0,0,0,0,0
LOC127150399,0,0,0,0,0,0,0,0
LOC127150335,0,0,0,0,0,0,0,0
LOC127150400,0,0,0,0,0,0,0,0
LOC127150276,625,595,644,665,712,808,151,669
LOC103492907,2569,2269,2444,2602,2542,2512,587,1662
LOC103492908,2382,2864,3244,3069,2812,2560,2907,2632
LOC103493229,3749,3865,4256,4139,4615,4522,2552,5018
LOC127150135,0,0,0,0,0,0,0,0
LOC127150136,1,10,8,8,5,0,0,0
LOC103493230,23633,25841,31714,22603,24419,26491,24984,28321
LOC103492913,1884,1811,2219,2051,1736,1513,693,2027
LOC103492915,2434,2423,2670,2842,2454,2315,2310,3487
LOC103492916,443,296,281,450,549,322,182,385
LOC103492917,371,303,399,427,424,388,252,438
LOC103492918,95,81,107,106,176,101,47,74
TRNAI-UAU_3,0,0,0,0,0,0,0,0
LOC103492919,117,132,143,114,87,92,56,101
LOC103492921,731,536,827,591,671,594,748,1189
LOC127150140,0,0,0,0,0,0,0,0
LOC103492922,660,437,494,679,594,520,188,400
LOC103492923,12735,16652,18231,13031,14140,16665,18245,18053
LOC103492926,305,374,397,394,323,336,176,291
